name,url,address,access,category,description,average_price,pet_dog_small,pet_dog_medium,pet_dog_large,pet_cat,pet_others,pet_otherInfo
レストランドン,https://r.gnavi.co.jp/ns36fegc0000/,神奈川県横須賀市秋谷3-4-1,JR横須賀線逗子駅 バス25分,和食,洋食レストラン,"平均予算：2,200円",,,,,,
多国籍料理 SO－AN,https://r.gnavi.co.jp/f7s6dcey0000/,高知県高知市宗安寺844-4,高知自動車道伊野I.C. 車3分,和食,多国籍料理,平均予算：930円,,,,,,
すし 四季料理 鯉ぬま,https://r.gnavi.co.jp/nsfe3ud00000/,青森県八戸市湊町久保44-153,JR八戸線陸奥湊駅 徒歩2分,和食,寿司和食天ぷら,"平均予算：4,500円",,,,,,
かき氷屋さん,https://r.gnavi.co.jp/h965mw0j0000/,北海道札幌市北区拓北六条三丁目1-8,,和食,スイーツ,平均予算：350円,,,,,,
まんぷく食堂,https://r.gnavi.co.jp/h9shj6jr0000/,東京都千代田区有楽町2-4-1,地下鉄有楽町線有楽町駅 1分,和食,お食事とお酒,"平均予算：2,000円",,,,,,
nina,https://r.gnavi.co.jp/fy21uhuc0000/,新潟県上越市板倉区針752,妙高はねうまライン新井駅 バス15分,和食,ジェラート専門店,平均予算：500円,,,,,,
自由が丘 魚斉,https://r.gnavi.co.jp/cwfmeakp0000/,東京都目黒区自由が丘1-3-21,東急東横線自由が丘駅 徒歩3分,和食,貸切・完全個室完備,"平均予算：6,000円",,,,,,
東京 ロビン,https://r.gnavi.co.jp/ch48hc5m0000/,東京都渋谷区恵比寿4-10-8,,和食,洋食バル風レトロ酒場,"平均予算：3,500円",,,,,,
フレンドショップ　YOU,https://r.gnavi.co.jp/5k0pphp00000/,青森県五所川原市鶴ケ岡鎌田239,ＪＲ東日本五所川原駅 車7分,和食,ファストフード店,"平均予算：1,000円",,,,,,
はーとんなか ～蕨の居酒屋です～,https://r.gnavi.co.jp/phkrpu2h0000/,埼玉県蕨市塚越2-4-16,ＪＲ京浜東北線蕨駅東口 徒歩5分,和食,潜り酒場,"平均予算：3,000円",,,,,,
Micci’s,https://r.gnavi.co.jp/2ppj12ya0000/,北海道札幌市中央区南5条東2-12-4,札幌市営地下鉄豊水すすきの駅3番出口 徒歩5分,和食,愉快な居酒屋パブ,"平均予算：2,000円",,,,,,
宝牧場しぼりたて工房,https://r.gnavi.co.jp/s8jr7jhg0000/,滋賀県高島市朽木宮前坊842,ＪＲ湖西線安雲川駅 バス20分,和食,牧場スィーツショップ,平均予算：600円,,,,,,
海風,https://r.gnavi.co.jp/9n94apyt0000/,神奈川県川崎市高津区溝の口3-3-2,東急田園都市線溝の口駅東口 徒歩5分,和食,溝口/居酒屋/沖縄料理,"平均予算：2,500円",,,,,,
（レストテラス） ウインズ,https://r.gnavi.co.jp/3a9dttue0000/,長野県下高井郡山ノ内町夜間瀬,上信越道信州中野IC 車30分,和食,ゲレンデレストラン,平均予算：900円,,,,,,
Bayside kitchen ORANGE BOOM,https://r.gnavi.co.jp/arg4nv3y0000/,沖縄県中頭郡北谷町美浜51-3,ゆいレール古島駅 車33分,和食,ローストビーフ丼の店,"平均予算：2,500円",,,,,,
屋形船ドットコム 大森,https://r.gnavi.co.jp/3ns6r49b0000/,東京都大田区大森南5-6-3,ＪＲ京浜東北線大森駅 バス15分,和食,屋形船,"平均予算：10,000円",,,,,,
八百長BAR,https://r.gnavi.co.jp/aar8rxsn0000/,東京都港区西麻布3-1-20,地下鉄日比谷線六本木駅 徒歩3分,和食,隠れ家ダイニングＢＡＲ,"平均予算：3,000円",,,,,,
とみ神,https://r.gnavi.co.jp/d76kz0ck0000/,兵庫県宝塚市清荒神1-11-5,阪急宝塚線清荒神駅 徒歩1分,和食,とみ神,"平均予算：2,000円",,,,,,
薬膳食堂ちゃぶ膳,https://r.gnavi.co.jp/4k47cpgd0000/,東京都世田谷区代田6-16-20,,和食,無化調ヴィーガン料理店,"平均予算：1,200円",,,,,,
AMANDA COFFEE’S,https://r.gnavi.co.jp/akacpgjy0000/,愛媛県松山市衣山1-188,伊予鉄道高浜線衣山駅 徒歩5分,和食,コーヒーショップ,平均予算：500円,,,,,,
むさこのgyozamania 【ギョウザマニア】,https://r.gnavi.co.jp/krsdgdmj0000/,神奈川県川崎市中原区新丸子東2-905-15,ＪＲ武蔵小杉駅 徒歩5分,和食,話題の餃子バルを味わう,"平均予算：2,500円",,,,,,
フェリシア,https://r.gnavi.co.jp/jt526pc40000/,熊本県熊本市中央区水道町1-19,熊本市電水道町駅 徒歩2分,和食,完全予約レストラン,"平均予算：5,000円",,,,,,
宝市場,https://r.gnavi.co.jp/899mwttd0000/,静岡県賀茂郡西伊豆町安良里30-3,伊豆箱根鉄道駿豆線修善寺駅 バス60分,和食,ドライブイン,"平均予算：1,080円",,,,,,
UPcafe 信楽 陶芸の森,https://r.gnavi.co.jp/s555h3kg0000/,滋賀県甲賀市信楽町勅旨2188-7,信楽高原鐵道信楽線信楽駅 徒歩20分,和食,カジュアルレストラン,"平均予算：1,000円",,,,,,
Hodo,https://r.gnavi.co.jp/6pb2kp2k0000/,岩手県盛岡市菜園1-6-21,ＪＲ盛岡駅 徒歩15分,和食,居酒屋ダイニング,"平均予算：3,500円",,,,,,
レストラン い～菜,https://r.gnavi.co.jp/5d01kgzn0000/,三重県津市あのつ台4-6-1,伊勢自動車道芸濃I.C. 車15分,和食,レストラン,平均予算：700円,,,,,,
新田,https://r.gnavi.co.jp/d3bcxy900000/,静岡県下田市3-2-12,伊豆急行線下田駅 徒歩15分,和食,活魚料理　鰻　専門店,"平均予算：2,000円",,,,,,
鮨処たち吉,https://r.gnavi.co.jp/e7wt23j60000/,神奈川県三浦市三崎5-2-6,京急久里浜線三崎口駅 車20分,和食,寿司と本マグロ丼,"平均予算：3,000円",,,,,,
観光ブドウ園,https://r.gnavi.co.jp/axfzfwaj0000/,青森県三戸郡三戸町大字同心町字同心町平,青い森鉄道線三戸駅 バス7分,和食,観光ブドウ園,"平均予算：1,000円",,,,,,
来良哲,https://r.gnavi.co.jp/4dtcpzxk0000/,東京都西多摩郡瑞穂町殿ヶ谷442,ＪＲ八高線箱根ケ崎駅東口 徒歩30分,和食,ラーメン,平均予算：600円,,,,,,
森のやまびこ,https://r.gnavi.co.jp/r7uy25120000/,山梨県北杜市大泉町西井出8240-3102,ＪＲ小海線甲斐大泉駅 徒歩15分,和食,関西風うなぎ専門店,"平均予算：2,500円",,,,,,
Blunch,https://r.gnavi.co.jp/sssuzh6f0000/,山形県米沢市赤芝町1441,ＪＲ奥羽本線米沢駅西口 車15分,和食,プチレストラン,"平均予算：1,200円",,,,,,
助春 高山店,https://r.gnavi.co.jp/20zscgun0000/,岐阜県高山市上一之町19,JR高山本線高山駅 徒歩10分,和食,定食屋,"平均予算：1,500円",,,,,,
ワイン食堂 重太家,https://r.gnavi.co.jp/e6k0b8wb0000/,大阪府大阪市中央区道修町3-3-10,地下鉄御堂筋線淀屋橋駅11番出口 徒歩3分,和食,タパス＆Bioワイン,"平均予算：2,000円",,,,,,
山乃家,https://r.gnavi.co.jp/rymxrgwz0000/,北海道北見市常呂町字登49-1,女満別空港,和食,古民家レストラン,"平均予算：2,000円",,,,,,
Gastromeson CHULETA （チュレタ）,https://r.gnavi.co.jp/bdfa00kj0000/,京都府京都市東山区四条通大和大路西入中之町200,京阪本線祇園四条駅 徒歩1分,和食,スペインバル,"平均予算：5,000円",,,,,,
レストラン・ル・ヴァン・ベール,https://r.gnavi.co.jp/eu3pm0jv0000/,長野県北佐久郡軽井沢町千ヶ滝197,,和食,南仏プロブァンス料理,"平均予算：6,000円",,,,,,
（株）道の駅おおの レストラン,https://r.gnavi.co.jp/1m5ptf3p0000/,大分県豊後大野市大野町田中43-10,豊肥本線朝地駅 車23分,和食,郷土料理店,平均予算：800円,,,,,,
別邸 霧島津,https://r.gnavi.co.jp/pdzuhepb0000/,宮崎県都城市山田町中霧島2455-2,ＪＲ吉都線谷頭駅 徒歩22分,和食,創作和食レストラン,"平均予算：1,500円",,,,,,
肴,https://r.gnavi.co.jp/29yxcwt70000/,神奈川県横浜市旭区二俣川1-15,相鉄線二俣川駅 徒歩5分,和食,うなぎ屋,"平均予算：3,000円",,,,,,
馬刺酒家 一家 椎名町店,https://r.gnavi.co.jp/jyzd7usp0000/,東京都豊島区長崎1-5-1,西武池袋線椎名町駅北口 徒歩1分,和食,馬刺居酒屋,"平均予算：3,000円",,,,,,
エッセンス,https://r.gnavi.co.jp/adz7he0f0000/,群馬県高崎市通町34,,和食,飲食店,"平均予算：2,200円",,,,,,
マンドリルカレー 県庁前店,https://r.gnavi.co.jp/9b70rxzz0000/,兵庫県神戸市中央区花隈町8-9,神戸市営地下鉄西神・山手線県庁前駅 徒歩3分,和食,県庁前すぐのカレー屋,"平均予算：2,000円",,,,,,
MooMooまきば,https://r.gnavi.co.jp/fcb1f3hj0000/,石川県加賀市分校町270-3,,和食,牧場ジェラートショップ,平均予算：500円,,,,,,
casa R,https://r.gnavi.co.jp/7e6k6pyf0000/,東京都足立区千住橋戸町11-9,,和食,ワインbar,"平均予算：3,000円",,,,,,
ユスラウメ,https://r.gnavi.co.jp/g4r25drw0000/,神奈川県鎌倉市鎌倉山4-12-14,ＪＲ東海道本線大船駅 バス12分,和食,紅茶と焼菓子の店,平均予算：850円,,,,,,
ＢＵＬＬ’Ｓ ＧＡＲＤＥＮ,https://r.gnavi.co.jp/fxgeweum0000/,東京都世田谷区用賀4-5-15,東急田園都市線用賀駅 徒歩3分,和食,街レストラン,"平均予算：4,000円",,,,,,
テラスのあるスペインバル Pio 品川,https://r.gnavi.co.jp/ehjrgnme0000/,東京都港区高輪4-23-4,ＪＲ品川駅高輪口 徒歩3分,和食,半個室◆テラス◆品川,"平均予算：4,600円",,,,,,
札幌1923,https://r.gnavi.co.jp/578knffy0000/,北海道札幌市中央区南5条西6,札幌市営地下鉄南北線すすきの駅4番出口 徒歩3分,和食,ハイボール専門店,"平均予算：2,000円",,,,,,
The Gazebo,https://r.gnavi.co.jp/cpe9f03p0000/,神奈川県三浦郡葉山町堀内387,ＪＲ横須賀線逗子駅 バス10分,和食,フィッシュ＆チップス,"平均予算：2,500円",,,,,,
淨心庵,https://r.gnavi.co.jp/rg71g6ry0000/,山形県東根市大字関山288-2,,和食,郷土料理店,"平均予算：1,250円",,,,,,
団五郎茶屋,https://r.gnavi.co.jp/npsg4y9a0000/,三重県伊勢市宇治中之切町52,近鉄鳥羽線五十鈴川駅 車8分,和食,道中茶屋,平均予算：750円,,,,,,
ずんどこべろんちょ,https://r.gnavi.co.jp/rgvabnj90000/,神奈川県藤沢市辻堂新町1-3-1,,和食,和風居酒屋,"平均予算：2,700円",,,,,,
tag cafe,https://r.gnavi.co.jp/83yf1gmf0000/,東京都世田谷区北沢2-12-10,小田急小田原線下北沢駅南口 徒歩1分,和食,サイフォン／デザート,"平均予算：2,000円",,,,,,
Little Lanka,https://r.gnavi.co.jp/etf38pgg0000/,兵庫県西宮市山口町船坂1380-1,阪急宝塚阪急バス 20分,和食,スリランカレストラン,"平均予算：1,500円",,,,,,
Apprivoiser,https://r.gnavi.co.jp/puu22zz30000/,京都府京都市下京区植松町716,,和食,朝ごはんとお昼ごはん,"平均予算：1,000円",,,,,,
喜々,https://r.gnavi.co.jp/bmm3v37p0000/,東京都渋谷区神宮前2-6-6,地下鉄銀座線外苑前駅 徒歩5分,和食,粥麺,"平均予算：1,500円",,,,,,
FULLTACO,https://r.gnavi.co.jp/jb43c72p0000/,長野県岡谷市湊5-13-7 POWWOW2F,,和食,ファーストフード,平均予算：700円,,,,,,
丸ひ食堂,https://r.gnavi.co.jp/sa2990fk0000/,新潟県新発田市長者館19,羽越本線加治駅 車20分,和食,ラーメン　一般食堂,平均予算：600円,,,,,,
白馬童子 守口店,https://r.gnavi.co.jp/dy7k8c9s0000/,大阪府守口市佐太中町7-20-6,地下鉄谷町線大日駅 バス5分,和食,ラーメン店,"平均予算：1,000円",,,,,,
seaside－cafe BlueTrip,https://r.gnavi.co.jp/h0wxedmp0000/,沖縄県名護市東江5-14-20,,和食,飲食店,"平均予算：2,000円",,,,,,
スペインバル DOS,https://r.gnavi.co.jp/se93wsan0000/,愛知県名古屋市中村区那古野1-38-11,,和食,スペイン料理,"平均予算：3,500円",,,,,,
パーティースペース アダスタム,https://r.gnavi.co.jp/n3ks1m860000/,大阪府大阪市中央区西心斎橋1-10-36,地下鉄御堂筋線心斎橋駅8番出口 徒歩2分,和食,貸切パーティースペース,"平均予算：3,500円",,,,,,
SPLASH,https://r.gnavi.co.jp/1mayz6y20000/,沖縄県中頭郡北谷町宮城2-57-2F,,和食,海が見えるお店,"平均予算：1,000円",,,,,,
塩梅ダイナー 忍ヶ丘店,https://r.gnavi.co.jp/m6ehj16y0000/,大阪府四條畷市岡山東1-10-14,ＪＲ学研都市線忍ケ丘駅 徒歩1分,和食,四條畷最大のビアホール,"平均予算：2,000円",,,,,,
舟形や 早稲田店,https://r.gnavi.co.jp/rvcb1r6t0000/,東京都新宿区早稲田町74,地下鉄東西線早稲田駅 徒歩1分,和食,和風居酒屋　家庭料理,"平均予算：3,000円",,,,,,
若あゆ,https://r.gnavi.co.jp/exyu8cm70000/,岩手県一関市東山町長坂字町438,ＪＲ大船渡線猊鼻渓駅 徒歩5分,和食,和風レストラン,"平均予算：1,000円",,,,,,
自遊人処,https://r.gnavi.co.jp/4nksvexn0000/,神奈川県逗子市小坪3-3-20,ＪＲ横須賀線鎌倉駅東口 車15分,和食,Pizzeria,"平均予算：2,500円",,,,,,
日本酒＆ダイニング BISTRO KURODO,https://r.gnavi.co.jp/3rbhe5320000/,東京都杉並区浜田山3-32-3,京王井の頭線浜田山駅出口 出て左へ0.5分,和食,日本酒ビストロ,"平均予算：3,500円",,,,,,
上野 きまぐれ酒場,https://r.gnavi.co.jp/17ufd6gf0000/,東京都台東区上野7-10-7,ＪＲ上野駅入谷口 徒歩2分,和食,きまぐれ酒場,"平均予算：2,000円",,,,,,
サンレイク,https://r.gnavi.co.jp/rfpxp4vf0000/,山梨県南都留郡富士河口湖町西湖2204,富士急行線河口湖駅 バス30分,和食,和洋食レストラン,"平均予算：1,200円",,,,,,
家庭料理 順子,https://r.gnavi.co.jp/c4k4876n0000/,東京都台東区根岸1-3-21,JR鶯谷駅南口 徒歩2分,和食,猫居酒屋,"平均予算：3,500円",,,,,,
丸太小屋レストラン びんずる,https://r.gnavi.co.jp/ecz7mee30000/,神奈川県愛甲郡清川村宮ヶ瀬940-25,小田急線本厚木駅北口 車50分,和食,創作レストラン,"平均予算：1,000円",,,,,,
ニュービバーク,https://r.gnavi.co.jp/ayfa4e4s0000/,東京都渋谷区神山町41-3,地下鉄千代田線代々木公園駅 徒歩8分,和食,隠れ一軒家ビストロ,"平均予算：3,500円",,,,,,
ガネーシャガル代沢,https://r.gnavi.co.jp/p9njpfjr0000/,東京都世田谷区代沢4-27-9,小田急小田原線下北沢駅南口 11分,和食,隠れ家　インド料理,"平均予算：2,500円",,,,,,
湘南 BAR GORILLA バルゴリラ,https://r.gnavi.co.jp/3srfg8y90000/,神奈川県藤沢市鵠沼石上1-3-15,ＪＲ東海道本線藤沢駅南口 徒歩2分,和食,忘年会 貸切 宴会,"平均予算：2,500円",,,,,,
翁,https://r.gnavi.co.jp/kw4mjv4m0000/,愛知県知多郡美浜町小野浦岩成31,,和食,ふぐ・地魚料理の店,"平均予算：2,000円",,,,,,
江戸安,https://r.gnavi.co.jp/hd9fsbd00000/,和歌山県東牟婁郡那智勝浦町築地7-2-2,JR紀勢線紀伊勝浦駅 徒歩3分,和食,和食料理店,"平均予算：3,000円",,,,,,
リピジャ,https://r.gnavi.co.jp/6wb6epf30000/,大阪府守口市平代町8-6,,和食,クラフトビール・ワイン,"平均予算：3,000円",,,,,,
濱,https://r.gnavi.co.jp/nwznrg7c0000/,兵庫県神戸市兵庫区石井町5-1-3,ＪＲ東海道本線三宮駅 バス13分,和食,珈琲店,平均予算：350円,,,,,,
さくら,https://r.gnavi.co.jp/3ees1em30000/,東京都町田市山崎町2200 山崎団地名店街3-18-103,小田急小田原線町田駅 バス20分,和食,和風居酒屋,"平均予算：3,000円",,,,,,
WENT．（ダブルエントランス）,https://r.gnavi.co.jp/atfxx10c0000/,東京都中央区新川1-9-3,地下鉄日比谷線茅場町駅3番出口 徒歩5分,和食,各種お集まりスペース◎,"平均予算：2,500円",,,,,,
グリルシェフ,https://r.gnavi.co.jp/frz81dd10000/,栃木県那須郡那須町大字湯本440-4,ＪＲ東北本線黒磯駅 車30分,和食,那須の洋食,"平均予算：1,500円",,,,,,
manis＊manis,https://r.gnavi.co.jp/9ty0caez0000/,岡山県岡山市南区郡2980-136,ＪＲ岡山駅 バス30分,和食,cafe,"平均予算：1,000円",,,,,,
テラスビアガーデン 火だるま荘 渋谷道玄坂,https://r.gnavi.co.jp/h13xj3290000/,東京都渋谷区道玄坂1-15-10,京王井の頭線渋谷駅西口 徒歩1分,和食,渋谷鉄板ワインビストロ,"平均予算：4,000円",,,,,,
珈琲焙煎工房 みさご珈琲,https://r.gnavi.co.jp/85zjf8u90000/,兵庫県宝塚市山本丸橋1-5-31,阪急電車宝塚線山本駅南口 徒歩7分,和食,ビーンズショップ,平均予算：900円,,,,,,
太陽の皿,https://r.gnavi.co.jp/e2rwjd580000/,福岡県糸島市泊844-1,,和食,ビュッフェレストラン,"平均予算：2,200円",,,,,,
アンクル　スティーブンス,https://r.gnavi.co.jp/e1bur4yt0000/,長野県北安曇郡白馬村八方ゴンドラ通5148,JR大糸線白馬駅 車10分,和食,メキシカン,"平均予算：2,900円",,,,,,
権現からめもち,https://r.gnavi.co.jp/8wt3ptg20000/,神奈川県足柄下郡箱根町元箱根80-1,箱根登山鉄道鉄道線箱根湯本駅 バス50分,和食,お休み処,"平均予算：1,000円",,,,,,
カレー処 ヤサカ,https://r.gnavi.co.jp/43yhsww40000/,静岡県浜松市中区領家1-7-30,ＪＲ浜松駅南口 車7分,和食,自然志向カレー,"平均予算：1,300円",,,,,,
銀座みかわや,https://r.gnavi.co.jp/9sysrjnb0000/,東京都中央区銀座4-7-12,地下鉄銀座駅 徒歩2分,和食,銀座／老舗の洋食屋,"平均予算：8,000円",,,,,,
森のぱん屋さん,https://r.gnavi.co.jp/6k0yaj6d0000/,和歌山県海草郡紀美野町坂本723-1,ＪＲ海南駅 車30分,和食,パン店,平均予算：500円,,,,,,
江戸や鮨八 鷺宮店,https://r.gnavi.co.jp/51hrg13d0000/,東京都中野区鷺宮3-15-10,西武新宿線鷺ノ宮駅 徒歩2分,和食,鷺ノ宮で新鮮な魚介類,"平均予算：3,000円",,,,,,
空,https://r.gnavi.co.jp/pushc3440000/,大阪府泉佐野市大木7,南海本線泉佐野駅 車30分,和食,創作料理,"平均予算：1,000円",,,,,,
TRATTORIA BUBU,https://r.gnavi.co.jp/e3suxraj0000/,神奈川県川崎市高津区久地1-9-7,東急田園都市線高津駅 徒歩8分,和食,トラットリア,"平均予算：3,500円",,,,,,
伏見駅×パーティー Coat of Arms ～コートオブアームズ～,https://r.gnavi.co.jp/8xp3rsds0000/,愛知県名古屋市中区錦2-6-12,地下鉄桜通線丸の内駅 徒歩3分,和食,本格派の英国酒場,"平均予算：2,500円",,,,,,
野毛ホルモンビル 大夢,https://r.gnavi.co.jp/83n823bd0000/,神奈川県横浜市中区野毛町2-78-1,横浜市営地下鉄桜木町駅南2B出口 徒歩5分,和食,野毛ホルモンビル酒場,"平均予算：2,980円",,,,,,
太陽のトマト麺 大塚北口店,https://r.gnavi.co.jp/s5k0vddj0000/,東京都豊島区北大塚2-8-8,ＪＲ山手線大塚駅北口 徒歩2分,和食,ラーメン,"平均予算：1,000円",,,,,,
BISTRO TORICOYA（ビストロ トリコヤ）,https://r.gnavi.co.jp/4wh9ypsg0000/,東京都渋谷区恵比寿南1-11-2,地下鉄日比谷線恵比寿駅 徒歩3分,和食,おしゃれ本格ビストロ,"平均予算：5,000円",,,,,,
レークヒル ファーム,https://r.gnavi.co.jp/ga37ksp50000/,北海道虻田郡洞爺湖町花和127,ＪＲ室蘭本線洞爺駅 車15分,和食,ファーム　レストラン,"平均予算：1,100円",,,,,,
うなぎの三河,https://r.gnavi.co.jp/a9hprzgc0000/,愛知県豊田市羽布町鬼ノ平1-16,東海環状自動車道豊田松平I.C. 車40分,和食,うなぎ料理店,"平均予算：1,500円",,,,,,
アロニアの里・ピルカノ（美麗）,https://r.gnavi.co.jp/dxa7z9n90000/,北海道旭川市神居町富沢519-1,ＪＲ旭川駅 車20分,和食,農家レストラン,"平均予算：1,000円",,,,,,
舘山寺園,https://r.gnavi.co.jp/dge6d5j70000/,静岡県浜松市西区舘山寺町2229,ＪＲ東海道本線浜松駅 バス45分,和食,和食,"平均予算：2,500円",,,,,,
獅子銀 陶の郷店,https://r.gnavi.co.jp/875wuetm0000/,兵庫県丹波篠山市今田町上立杭3,JR福知山線相野駅 バス20分,和食,和食店,"平均予算：1,200円",,,,,,
菜々草,https://r.gnavi.co.jp/hbs8g8nc0000/,埼玉県さいたま市大宮区上小町522,JR京浜東北線大宮駅西口 徒歩10分,和食,和食屋,"平均予算：5,000円",,,,,,
青銅館,https://r.gnavi.co.jp/6v01bxhg0000/,秋田県鹿角郡小坂町小坂鉱山字古館9-3,東北自動車道小坂IC. 車5分,和食,食堂・レストラン,"平均予算：1,300円",,,,,,
noma－noma,https://r.gnavi.co.jp/1rfu5v790000/,愛媛県松山市大街道1-4-20,伊予鉄道城南線大街道電停 徒歩5分,和食,生ジューススタンド,平均予算：350円,,,,,,
板前割烹 真亜房,https://r.gnavi.co.jp/kcngspu70000/,千葉県香取市佐原イ3412-1,ＪＲ成田線佐原駅 徒歩10分,和食,板前割烹・和風創作料理,"平均予算：4,500円",,,,,,
ちゃかす,https://r.gnavi.co.jp/amt08k350000/,東京都荒川区東日暮里6-6-7,ＪＲ常磐線三河島駅 徒歩4分,和食,和風居酒屋　家庭料理,"平均予算：2,500円",,,,,,
タピキング京都西院店,https://r.gnavi.co.jp/dkgwns900000/,京都府京都市中京区壬生西土居ノ内町19,,和食,飲食店,平均予算：600円,,,,,,
石窯パン工房森のおくりもの,https://r.gnavi.co.jp/aysj7eu00000/,静岡県下田市横川1051-3,,和食,山奥の石窯パン屋,"平均予算：1,300円",,,,,,
ロッヂ ハーネンカム,https://r.gnavi.co.jp/b9xs62ty0000/,長野県下高井郡野沢温泉村豊郷8455-2,JR飯山線戸狩野沢温泉駅 バス20分,和食,ロッヂ　ハーネンカム,"平均予算：1,000円",,,,,,
Little Falls,https://r.gnavi.co.jp/4cmdkfyu0000/,北海道札幌市北区新琴似2条5丁目3-13,北73新琴似2条線新琴似2－6停留所 徒歩3分,和食,パスタと自家焙煎珈琲,"平均予算：1,100円",,,,,,
ジャイプール,https://r.gnavi.co.jp/s7f0bejj0000/,神奈川県川崎市中原区木月1-29-13,東急東横線元住吉駅 徒歩5分,和食,本格インド料理,"平均予算：1,800円",,,,,,
茶囲布,https://r.gnavi.co.jp/41nkd5x40000/,栃木県那須郡那須町高久乙796-171,JR東北新幹線那須塩原駅西口 車25分,和食,茶房＆ギャラリー,"平均予算：1,000円",,,,,,
ほの香,https://r.gnavi.co.jp/hwka2kpp0000/,宮城県仙台市太白区富沢南1-4-10,仙台地下鉄南北線富沢駅 徒歩6分,和食,コーヒー専門店,"平均予算：1,000円",,,,,,
おたるの味 「町の」寿司 本店,https://r.gnavi.co.jp/81w9yzk10000/,北海道小樽市稲穂1-1-1,ＪＲ函館本線小樽駅 徒歩8分,和食,寿司屋,"平均予算：2,500円",,,,,,
いよもんカフェ,https://r.gnavi.co.jp/nxmsemr10000/,滋賀県東近江市市子川原町716-2,,和食,飲食店,"平均予算：1,400円",,,,,,
両子河原座,https://r.gnavi.co.jp/b6ef0xwb0000/,大分県国東市安岐町両子1594-1,ＪＲ日豊本線杵築駅 車30分,和食,名物開運蕎麦,"平均予算：1,200円",,,,,,
樹光庵,https://r.gnavi.co.jp/jfkt0e690000/,山梨県甲府市高成町999,,和食,郷土料理店,"平均予算：1,000円",,,,,,
くにたち野菜工房 中道カフェ,https://r.gnavi.co.jp/bshyzwe00000/,東京都国立市富士見台4-12-11,,和食,新鮮地場野菜の創作料理,"平均予算：3,000円",,,,,,
美らテラス,https://r.gnavi.co.jp/5g5c3z9h0000/,沖縄県名護市字済井出大堂1311,沖縄自動車道許田I.C. 車42分,和食,ガーデンレストラン,"平均予算：1,300円",,,,,,
倉敷珈琲館,https://r.gnavi.co.jp/jnrt42c90000/,岡山県倉敷市本町4-1,,和食,自家焙煎珈琲専門店,平均予算：800円,,,,,,
田舎,https://r.gnavi.co.jp/5wkbak9s0000/,新潟県妙高市斑尾高原プラザ,ＪＲ飯山線飯山駅 車15分,和食,家庭料理田舎レストラン,"平均予算：1,000円",,,,,,
福ふく,https://r.gnavi.co.jp/cb8p37800000/,愛知県西尾市寄住町下田22,名鉄西尾線西尾駅 徒歩5分,和食,食堂風レストラン,平均予算：800円,,,,,,
NEO DINING,https://r.gnavi.co.jp/mas57tc90000/,神奈川県横浜市都筑区中川1-22-14,横浜市営地下鉄中川駅 徒歩4分,和食,貸切パーティースペース,"平均予算：3,000円",,,,,,
区民酒場 左利き,https://r.gnavi.co.jp/r8922vnr0000/,東京都杉並区高円寺北2-21-10,ＪＲ中央線高円寺駅 徒歩3分,和食,居酒屋 日本酒 安い,"平均予算：2,800円",,,,,,
清風苑,https://r.gnavi.co.jp/krskg4900000/,山口県美祢市美東町赤佐山2662-2,ＪＲ山陽新幹線新山口駅 車40分,和食,食事処兼おみやげ屋,平均予算：800円,,,,,,
Party Space インディアンキッチン RASOI（ラソイ） 千葉,https://r.gnavi.co.jp/mm3xjrps0000/,千葉県千葉市中央区新田町15-1,千葉都市モノレール市役所前駅 徒歩6分,和食,インドカレー／パーティ,"平均予算：1,500円",,,,,,
ジャンプ,https://r.gnavi.co.jp/d8kcsayy0000/,東京都渋谷区上原1-33-16,小田急小田原線代々木上原駅南口 徒歩1分,和食,大衆居酒屋,"平均予算：2,000円",,,,,,
青空みあん,https://r.gnavi.co.jp/egstp7by0000/,福岡県北九州市小倉南区市丸442,,和食,本格手打ち蕎麦,"平均予算：1,000円",,,,,,
舟形や 馬場下店,https://r.gnavi.co.jp/spm0yam30000/,東京都新宿区馬場下町14,地下鉄東西線早稲田駅 徒歩3分,和食,和風居酒屋,"平均予算：3,000円",,,,,,
しののめ荘,https://r.gnavi.co.jp/rnu9a4yn0000/,兵庫県豊岡市城崎町湯島757,ＪＲ山陰本線城崎温泉駅 徒歩7分,和食,蟹・会席・和食,"平均予算：15,000円",,,,,,
ポチのたこ焼き,https://r.gnavi.co.jp/4sf5wjjg0000/,長野県北安曇郡白馬村北城5478-1,,和食,お食事,平均予算：600円,,,,,,
ドーゴんのクレープ屋さん,https://r.gnavi.co.jp/h5mr9d7k0000/,愛媛県松山市朝生田町4-4-32,伊予鉄道高浜線松山市駅 徒歩8分,和食,クレープ屋,平均予算：500円,,,,,,
みや蔵,https://r.gnavi.co.jp/cznyh38g0000/,秋田県にかほ市象潟町大塩越36-1,日本海沿岸東北自動車道にかほIC 酒田・象潟方向に15分,和食,ラーメン店,平均予算：600円,,,,,,
ガーデンハウス サルーテ,https://r.gnavi.co.jp/bdjnarj10000/,東京都八王子市石川町120-5,,和食,ガーデン　レストラン,"平均予算：3,500円",,,,,,
じゅ～じゅ～,https://r.gnavi.co.jp/k3v30d980000/,神奈川県横浜市港北区日吉本町2-21-22,東急東横線日吉駅西口 徒歩12分,和食,広島流お好焼店,"平均予算：1,000円",,,,,,
