name,url,address,access,description,average_price,pet_dog_small,pet_dog_medium,pet_dog_large,pet_cat,pet_others,pet_otherInfo
みかも喫茶,https://r.gnavi.co.jp/ntxc6hsm0000/,徳島県三好郡東みよし町加茂3214-1,,下駄ギャラリーカフェ,"平均予算：1,200円",,,,,,
川魚グルメ館くるま,https://r.gnavi.co.jp/8hja50xc0000/,群馬県渋川市赤城町溝呂木390,,活魚・海鮮,"平均予算：2,000円",,,,,,
Leaf,https://r.gnavi.co.jp/ndgnyv4g0000/,栃木県宇都宮市元今泉5-9-17,ＪＲ宇都宮駅東口 徒歩10分,地中海＆スペイン料理,"平均予算：3,000円",,,,,,
お好み焼 秋桜 南店,https://r.gnavi.co.jp/3k455hm90000/,愛媛県松山市藤原町667-1,伊予鉄道郡中線土橋駅 徒歩2分,お好み焼,平均予算：800円,,,,,,
俺のパスタ＆タパス＆ワイン藤原商店,https://r.gnavi.co.jp/4bdz6bfj0000/,長野県松本市大手1-1-28,ＪＲ松本駅アルプス口 徒歩6分,スパニッシュイタリアン,"平均予算：3,000円",,,,,,
マローニエ,https://r.gnavi.co.jp/j26jw4gb0000/,沖縄県宜野湾市喜友名1-10-5,沖縄自動車道北中城I.C. 車7分,ケーキ屋,平均予算：620円,,,,,,
ジール,https://r.gnavi.co.jp/4raw4vfk0000/,宮崎県宮崎市加江田6411,JR日南線曽山寺駅 車9分,オーガニックレストラン,"平均予算：1,500円",,,,,,
あさむら　いちご園,https://r.gnavi.co.jp/2bfj9zj50000/,山口県山口市徳地岸見野尻355-1,ＪＲ山陽本線防府駅 車20分,ソフトクリーム,平均予算：375円,,,,,,
REI,https://r.gnavi.co.jp/405xaz250000/,香川県高松市屋島中町216-2,琴電志度線琴電屋島駅 徒歩2分,喫茶店,平均予算：500円,,,,,,
墨国回転鶏食堂 お初天神店,https://r.gnavi.co.jp/g5spar8m0000/?sc_dsp=rs_13901&sc_type=area&sc_area=jp,大阪府大阪市北区曽根崎2-13-3,地下鉄谷町線東梅田駅 徒歩1分,【メキシコ料理専門店】,"平均予算：2,500円",テラス,テラス,テラス,,,
農園レストラン TAKO・HISTORIA 871,https://r.gnavi.co.jp/bbvkg5jk0000/?sc_dsp=rs_12425&sc_type=area&sc_area=jp,千葉県香取郡多古町十余三329-5,成田国際空港 車10分,農園野菜・イタリアン,"平均予算：3,000円",テラス,テラス,テラス,テラス,テラス,
石窯ピッツァ×25種ボトルワイン飲み放題 Firenzeフィレンツェ,https://r.gnavi.co.jp/13h142h60000/?sc_dsp=rs_13169&sc_type=area&sc_area=jp,東京都目黒区鷹番3-8-2,東急東横線学芸大学駅西口 徒歩1分,イタリアン カフェバル,"平均予算：3,500円",店内,店内,店内,店内,店内,
Cafe Cure,https://r.gnavi.co.jp/65va1cxw0000/,神奈川県茅ヶ崎市柳島海岸1-10,,カフェ,"平均予算：1,000円",,,,,,
ANTEP KEBAB,https://r.gnavi.co.jp/31juzcx30000/,東京都渋谷区神宮前3-22-4,地下鉄副都心線明治神宮前駅5番出口 徒歩2分,トルコケバブ,平均予算：800円,,,,,,
Cafe むすび,https://r.gnavi.co.jp/p8fr9vnw0000/,東京都江東区亀戸7-19-7,東武亀戸線亀戸水神駅 徒歩7分,玄米菜食（犬同伴可）,"平均予算：1,500円",,,,,,
墨国回転鶏食堂 お初天神店,https://r.gnavi.co.jp/g5spar8m0000/?sc_dsp=rs_13901&sc_type=area&sc_area=jp,大阪府大阪市北区曽根崎2-13-3,地下鉄谷町線東梅田駅 徒歩1分,【メキシコ料理専門店】,"平均予算：2,500円",テラス,テラス,テラス,,,
紀の里,https://r.gnavi.co.jp/9yex2eme0000/,北海道常呂郡訓子府町穂波212,ＪＲ石北本線北見駅 車20分,洋風レストラン,"平均予算：1,500円",,,,,,
アリア,https://r.gnavi.co.jp/5zp58ydh0000/,静岡県周智郡森町森214,天竜浜名湖線遠州森駅 徒歩20分,アイスクリーム,平均予算：500円,,,,,,
魚々や,https://r.gnavi.co.jp/c4jfxjtt0000/,鹿児島県鹿児島市七ッ島1-66-1,九州自動車道路鹿児島I.C. 車15分,魚屋さんのレストラン,平均予算：900円,,,,,,
居酒屋 家屋,https://r.gnavi.co.jp/5xafr0rp0000/,東京都新宿区新宿1-12-3,地下鉄丸ノ内線新宿御苑前駅 徒歩1分,居酒屋,"平均予算：4,500円",,,,,,
CafeKubel,https://r.gnavi.co.jp/rh60peuk0000/,島根県松江市東奥谷町71-1,ＪＲ山陰本線松江駅 車10分,コーヒー専門店,平均予算：630円,,,,,,
Browny,https://r.gnavi.co.jp/knwdmvzf0000/,東京都品川区荏原3-6-17,東急目黒線武蔵小山駅 徒歩5分,ダイニングバー,"平均予算：2,500円",,,,,,
竹造,https://r.gnavi.co.jp/a9psg34j0000/,静岡県静岡市駿河区広野4-11-14,,海鮮どんぶり・ラーメン,平均予算：900円,,,,,,
ＥＭＰＯＲＩＯ カフェ ダイニング駒沢通り学芸大学店,https://r.gnavi.co.jp/1fg13k1k0000/,東京都目黒区鷹番3-24-15,東急東横線学芸大学駅西口 徒歩5分,ソファカフェ＆ダイナー,"平均予算：1,800円",,,,,,
くしやき処月忠 綱島店,https://r.gnavi.co.jp/2cz643bg0000/,神奈川県横浜市港北区綱島西2-13-11,,くしやき専門店,"平均予算：3,500円",,,,,,
Hawaiian Diner Kihei,https://r.gnavi.co.jp/g5ehmvfj0000/,千葉県市原市ちはら台東4-12-5,,ハワイアンダイナー,"平均予算：2,000円",,,,,,
カネマ,https://r.gnavi.co.jp/4rhhj3bb0000/,岐阜県揖斐郡大野町黒野1160-6,樽見線糸貫駅 車10分,川魚料理店,"平均予算：2,000円",,,,,,
Restaurant Confetti,https://r.gnavi.co.jp/4vwnttdk0000/,埼玉県さいたま市西区西大宮3-32-1,JR西大宮 徒歩12分,イタリアン・洋食,"平均予算：2,500円",,,,,,
かたかご,https://r.gnavi.co.jp/kjx8w6hp0000/,山梨県北杜市武川町山高3567-578,ＪＲ中央本線日野春駅 車15分,ギャラリー＆カフェ,"平均予算：1,700円",,,,,,
MUSEA,https://r.gnavi.co.jp/phwbpcry0000/,三重県鳥羽市鳥羽3-5-24,,自家焙煎カフェ・カレー,平均予算：800円,,,,,,
カーサマリーナ,https://r.gnavi.co.jp/63rd36vw0000/,千葉県南房総市千倉町瀬戸2344-7,,カフェレストラン,"平均予算：1,200円",,,,,,
SANBE BURGER,https://r.gnavi.co.jp/hpvx9by00000/,島根県大田市三瓶町多根1125-2,,ハンバーガーショップ,"平均予算：1,000円",,,,,,
粉や金蔵,https://r.gnavi.co.jp/7wy7pukx0000/,福岡県春日市上白水4-57,,たこ焼き・焼きそばなど,平均予算：500円,,,,,,
渋谷ビアガーデン テラスで贅沢BBQ H2【エイチツー】,https://r.gnavi.co.jp/jg0wc4ws0000/?sc_dsp=rs_14719&sc_type=area&sc_area=jp,東京都渋谷区道玄坂2-8-5,ＪＲ渋谷駅ハチ公口 徒歩1分,広々スペースで貸切宴会,"平均予算：3,000円",店内テラス,,,,,
BAR CLUB NOUVEAU,https://r.gnavi.co.jp/ennn1w000000/?sc_dsp=rs_15444&sc_type=area&sc_area=jp,沖縄県中頭郡北谷町美浜9-7,ゆいレールてだこ浦西駅 車19分,北谷ダイニングバー,"平均予算：3,000円",テラス,テラス,テラス,テラス,テラス,
Rezzy（リジー） ～ROOFTOP～ テラス 天神 今泉,https://r.gnavi.co.jp/3etgfke40000/?sc_dsp=rs_14533&sc_type=area&sc_area=jp,福岡県福岡市中央区今泉1-13-31,西鉄天神大牟田線西鉄福岡（天神）駅 徒歩4分,福岡天神ビアガーデン,"平均予算：3,000円",テラス,テラス,,テラス,テラス,
元気屋,https://r.gnavi.co.jp/fck85xns0000/,北海道久遠郡せたな町北檜山区徳島440,ＪＲ長万部駅 車60分,手打ちそば屋,平均予算：700円,,,,,,
Relax And Chill,https://r.gnavi.co.jp/hpy50bhf0000/,埼玉県所沢市くすのき台1-6-7,,ドッグバードッグカフェ,平均予算：500円,,,,,,
cafe tamon,https://r.gnavi.co.jp/ap5b81yu0000/,奈良県橿原市今井町2-1-14,近鉄橿原線八木西口駅 徒歩7分,モダンカフェ,平均予算：700円,,,,,,
クラフトビール＆ダイニングバー ファニーサンセット 平塚,https://r.gnavi.co.jp/6cs91fa80000/?sc_dsp=rs_14720&sc_type=area&sc_area=jp,神奈川県平塚市明石町11-2,ＪＲ東海道本線平塚駅北口 徒歩3分,平塚 ダイニングバー,"平均予算：3,000円",,,,,,
羽根つき焼きおにぎり専門店＆LABAR gao－ガオ－,https://r.gnavi.co.jp/d6sxtv1u0000/,東京都台東区入谷2-3-3,地下鉄日比谷線入谷駅 徒歩7分,合羽橋の焼きおにぎり屋,平均予算：500円,,,,,,
KOiBUMi ～恋文～,https://r.gnavi.co.jp/cd118ksm0000/,東京都渋谷区松濤1-1-3,ＪＲ渋谷駅 徒歩7分,気軽に楽しめる和食,"平均予算：5,000円",,,,,,
大炊宴,https://r.gnavi.co.jp/mwhj3yjz0000/,東京都渋谷区神宮前3-24-1,地下鉄副都心線明治神宮前駅 徒歩5分,居酒屋　串焼き,"平均予算：3,500円",,,,,,
清徳,https://r.gnavi.co.jp/1vw5f9gj0000/,群馬県吾妻郡嬬恋村大字鎌原鬼の泉水1902-10,長野新幹線軽井沢駅 車30分,創作中華料理,"平均予算：2,000円",,,,,,
HAPPY DELI kamakura,https://r.gnavi.co.jp/h9b70c510000/,神奈川県鎌倉市御成町15-7,ＪＲ横須賀線鎌倉駅西口 徒歩3分,デリ＆カフェ,平均予算：650円,,,,,,
シャロームハウスちいろば,https://r.gnavi.co.jp/83g7bawk0000/,兵庫県丹波市氷上町絹山125-4,JR福知山線石生駅 車20分,レストラン,"平均予算：5,000円",,,,,,
ヒロコーヒー 千里五月ヶ丘店,https://r.gnavi.co.jp/1jcped4j0000/,大阪府吹田市五月ヶ丘北1-10,阪急千里線南千里駅 バス10分,コーヒーショップ,平均予算：650円,,,,,,
無国籍料理 paso a paso（ぱそあぱそ）,https://r.gnavi.co.jp/nv21muw10000/,東京都府中市府中町1-27-1,京王線府中北口 徒歩４分,レストラン,"平均予算：2,500円",,,,,,
たにやま,https://r.gnavi.co.jp/ccb7rk910000/,熊本県阿蘇郡高森町上色見1388-1,南阿蘇鉄道高森駅 車15分,レストラン・喫茶店,平均予算：850円,,,,,,
粟カフェ,https://r.gnavi.co.jp/sbhe6y4a0000/,徳島県名西郡神山町神領字本上角118-1,ＪＲ徳島駅 バス60分,カフェレストラン,平均予算：900円,,,,,,
カキ小屋 カキハウス 内海湾,https://r.gnavi.co.jp/9d8mj3y50000/,長崎県壱岐市芦辺町諸吉南触111-2,,牡蠣小屋,"平均予算：2,500円",,,,,,
Swing,https://r.gnavi.co.jp/r8jw39hd0000/,福岡県太宰府市梅香苑2-1-56,西鉄大牟田線二日市駅東口 車8分,カフェ,平均予算：700円,,,,,,
Dessert＆Cafe Blue Moon,https://r.gnavi.co.jp/rfbgrehn0000/,神奈川県横須賀市津久井1-4-7,久里浜線津久井浜駅 徒歩8分,カフェ＆レストラン,"平均予算：1,500円",,,,,,
カフェ・ラーメン市丸,https://r.gnavi.co.jp/ge5ughwg0000/,三重県伊勢市宇治中之切町7,近鉄鳥羽線五十鈴川駅 車5分,カフェ・ラーメン,平均予算：700円,,,,,,
北山崎レストハウス,https://r.gnavi.co.jp/ct99pxmd0000/,岩手県下閉伊郡田野畑村北山129-8,リアス線田野畑駅 車15分,レストラン・おみやげ品,"平均予算：1,200円",,,,,,
オプティミスト,https://r.gnavi.co.jp/er2z8n2k0000/,山口県防府市大道3932-2,ＪＲ山陽本線大道駅 徒歩15分,レストランカフェ,"平均予算：1,000円",,,,,,
横浜ベルギービール専門店 ルタンペルデュ,https://r.gnavi.co.jp/gbu35px50000/,神奈川県横浜市中区野毛町2-78-10,京浜東北線桜木町駅 徒歩7分,ベルギービール専門店,"平均予算：2,000円",,,,,,
やきとり 呑炭坊～どんたんぼう～ 武蔵小杉 はなれ,https://r.gnavi.co.jp/a461902/?sc_dsp=rs_12208&sc_type=area&sc_area=jp,神奈川県川崎市中原区新丸子東2-908-2,ＪＲ武蔵小杉駅 徒歩2分,信玄鶏の焼鳥・宮崎料理,"平均予算：3,000円",店内,店内,,,,
炭火個室肉バル ブラチョーラ練馬,https://r.gnavi.co.jp/7bspkfvj0000/?sc_dsp=rs_12766&sc_type=area&sc_area=jp,東京都練馬区豊玉北5-32-1,西武池袋線練馬駅西口 徒歩3分,名物！熟成トマホーク！,"平均予算：3,000円",テラス,テラス,テラス,テラス,テラス,
osteria EST EST EST．,https://r.gnavi.co.jp/s70w9u500000/?sc_dsp=rs_14958&sc_type=area&sc_area=jp,北海道札幌市北区北9条西2-4-1,札幌市営地下鉄東豊線さっぽろ駅 徒歩2分,貸切 テラス 誕生日,"平均予算：3,000円",テラス,テラス,テラス,テラス,テラス,
Dining＆Bar RAION,https://r.gnavi.co.jp/dy9khy1v0000/,大阪府松原市上田2-3-17,近鉄南大阪線河内松原駅北西出口 徒歩1分,洋風居酒屋,"平均予算：2,500円",,,,,,
唐良里,https://r.gnavi.co.jp/4g6uda5a0000/,静岡県三島市加茂川町4115-6,ＪＲ東海道本線三島駅北口 車5分,自家焙煎珈琲工房,平均予算：600円,,,,,,
LoungeBar 匠,https://r.gnavi.co.jp/hwawga230000/,埼玉県三郷市戸ケ崎 3-726,,ダイニングバー,"平均予算：2,000円",,,,,,
代官山 ラブレー,https://r.gnavi.co.jp/812hpkr20000/?sc_dsp=rs_13062&sc_type=area&sc_area=jp,東京都渋谷区恵比寿西1-30-13,東急東横線代官山駅 徒歩3分,老舗30年のフレンチ,"平均予算：7,000円",店内テラス,店内テラス,店内テラス,,,フランスのように無駄吠えしない愛犬となら店内でも和やかなひと時を一緒に過ごせます。四季折々、花々が咲くテラスも静かで素敵な時間が過ごせます。 愛犬ご同伴の際は、犬種頭数をお知らせください。お席をキープさせて頂きます。 尚、原則としてお一組様2頭までとさせていただきますことをご了承ください。
花＆茶,https://r.gnavi.co.jp/hfvx1htf0000/,長野県諏訪郡原村17980-1,,カフェレストラン,平均予算：700円,,,,,,
ボクらのキッチン,https://r.gnavi.co.jp/kjymeyxr0000/,大阪府大阪市西区北堀江1-9-9,地下鉄四つ橋線四ツ橋駅6番出口 徒歩2分,厳選素材の創作居酒屋,"平均予算：3,500円",,,,,,
AOBAYA,https://r.gnavi.co.jp/f9xd53hw0000/,東京都目黒区上目黒1-13-11,東急東横線中目黒駅西口1番出口 徒歩5分,カジュアルな料理店,"平均予算：3,500円",,,,,,
釣堀センター,https://r.gnavi.co.jp/adnbuz590000/,千葉県夷隅郡大多喜町葛藤163-1,小湊鉄道養老渓谷駅 徒歩30分,ニジマス釣り和食堂,"平均予算：1,000円",,,,,,
食彩 華酔亭,https://r.gnavi.co.jp/adxn2tuz0000/,宮崎県宮崎市橘通西3-5-3,JR宮崎駅西口 徒歩14分,郷土料理・定食・飲放,平均予算：800円,,,,,,
おにぎり工房 かっつぁん,https://r.gnavi.co.jp/bkj6b9nt0000/,千葉県いすみ市増田587-2,いすみ鉄道上総中川駅 徒歩15分,おにぎり屋,平均予算：600円,,,,,,
迎賓楼,https://r.gnavi.co.jp/2cng7cj80000/,東京都目黒区目黒1-6-15,ＪＲ目黒駅西口 徒歩5分,本格中華,"平均予算：2,000円",,,,,,
BANQUE,https://r.gnavi.co.jp/27r97j510000/,東京都港区六本木7-3-21,,ワインラウンジ,"平均予算：15,000円",,,,,,
マルシェアンドカフェ ハナヤサイ,https://r.gnavi.co.jp/pgtdx00t0000/,愛知県豊橋市曙町測点157-2,,カフェアンドマルシェ,平均予算：750円,,,,,,
はなぶさ有機農園直営スイーツキッチン,https://r.gnavi.co.jp/d9gxgnhg0000/,群馬県前橋市嶺町1097-5,,手作りお菓子工房,"平均予算：1,500円",,,,,,
RADCRAFT,https://r.gnavi.co.jp/33v1fx2p0000/,東京都世田谷区奥沢5-13-1,東急目黒線奥沢駅 徒歩1分,アメリカンダイナー,"平均予算：3,500円",,,,,,
Taverna fianco a fianco,https://r.gnavi.co.jp/4ehztz1r0000/,北海道札幌市西区山の手三条4-1-33,札幌市営地下鉄琴似駅 徒歩10分,イタリア料理店,"平均予算：3,500円",,,,,,
ペパーミント,https://r.gnavi.co.jp/5en8smc30000/,千葉県松戸市常盤平2-24-2 B-4,新京成線常盤平駅 徒歩5分,欧風家庭料理（ハーブ）,平均予算：800円,,,,,,
タカセ 南池袋店,https://r.gnavi.co.jp/fpt4fu8h0000/,東京都豊島区南池袋2-18-10,JR線池袋駅東口出口 徒歩5分,喫茶店,平均予算：400円,,,,,,
炭火酒場 まんてんや,https://r.gnavi.co.jp/cjg39abe0000/,大阪府大阪市住吉区苅田7-12-28,地下鉄御堂筋線あびこ駅1番出口 徒歩2分,居酒屋 日本酒 地鶏,"平均予算：3,000円",,,,,,
スピンネーカー,https://r.gnavi.co.jp/rbt9b85r0000/,長野県上水内郡信濃町野尻53-1,上信越自動車道信濃町I.C. 車5分,カフェレストラン,"平均予算：1,000円",,,,,,
nyumba,https://r.gnavi.co.jp/r02rftp90000/,石川県金沢市本町2-19-4,ＪＲ北陸本線金沢駅東口 徒歩5分,ダイニングバー,"平均予算：2,000円",,,,,,
カジュアルバル MANTRA～まんとら～ 堺筋本町店,https://r.gnavi.co.jp/18mknp000000/?sc_dsp=rs_13461&sc_type=area&sc_area=jp,大阪府大阪市中央区瓦町1-7-15,地下鉄堺筋線堺筋本町駅 徒歩4分,カジュアルイタリアバル,"平均予算：3,000円",テラス,テラス,,,,
串焼きバル mansun 池袋東口店,https://r.gnavi.co.jp/4b5pmn4x0000/?sc_dsp=rs_14773&sc_type=area&sc_area=jp,東京都豊島区南池袋2-41-19,都電荒川線東池袋四丁目駅 徒歩2分,池袋の串焼きバル,"平均予算：4,000円",テラス,テラス,テラス,テラス,テラス,
九州炭火酒場 ばってん 神田西口店,https://r.gnavi.co.jp/27gy5be10000/?sc_dsp=rs_13348&sc_type=area&sc_area=jp,東京都千代田区内神田3-12-4,ＪＲ神田駅 徒歩1分,九州料理と炭火と地酒,"平均予算：3,000円",テラス,テラス,テラス,テラス,テラス,
カフェ＆バル ease（イーズ）,https://r.gnavi.co.jp/bkk3egwj0000/,千葉県柏市高柳1-5-21,東武野田線（東武アーバンパークライン）高柳駅 徒歩1分,高柳のカフェ＆バル,"平均予算：3,000円",,,,,,
The Bridge Bar＆Lounge,https://r.gnavi.co.jp/pfsawmx60000/,東京都台東区浅草橋3-30-7,都営浅草線蔵前駅A1番出口 徒歩5分,スタンディングバー,"平均予算：2,000円",,,,,,
アンクル,https://r.gnavi.co.jp/mg6keyrr0000/,福島県耶麻郡猪苗代町字上村前1574,JR磐越西線猪苗代駅 車10分,イタリア料理,"平均予算：3,000円",,,,,,
GRIN HOUSE,https://r.gnavi.co.jp/9dccnv260000/?sc_dsp=rs_16044&sc_type=area&sc_area=jp,神奈川県横浜市神奈川区金港町6-5,ＪＲ横浜駅 徒歩4分,レストラン/ワインバー,"平均予算：5,000円",テラス,テラス,テラス,テラス,テラス,
Miche－Miche,https://r.gnavi.co.jp/89u0w4z30000/,沖縄県沖縄市比屋根1-7-23,沖縄高速道路北中I.C. 車10分,ケーキ・スイーツ,平均予算：800円,,,,,,
ロハス・ガーデン樹々,https://r.gnavi.co.jp/462mw7170000/,沖縄県中頭郡中城村字奥間510-2,沖縄自動車道北中城I.C. 車10分,和風カフェ,"平均予算：1,700円",,,,,,
海賊船クルーズ 東京,https://r.gnavi.co.jp/fkmc12w70000/,東京都港区海岸1-16-3,ＪＲ浜松町駅 徒歩8分,夜景　貸切　花火　個室,"平均予算：3,950円",,,,,,
池袋 肉バル Bon,https://r.gnavi.co.jp/ar34h72h0000/,東京都豊島区南池袋2-11-5,地下鉄有楽町線池袋駅 徒歩5分,池袋肉バル女子会飲み会,"平均予算：4,000円",,,,,,
SPORTIFF CAFE（スポーティフカフェ）,https://r.gnavi.co.jp/s830n66k0000/,神奈川県茅ヶ崎市東海岸南2-11-13,ＪＲ茅ヶ崎駅 徒歩15分,カフェ＆レストラン,"平均予算：1,700円",,,,,,
浅草もんじゃ かっぱ祭り,https://r.gnavi.co.jp/nh19vfjc0000/,東京都台東区西浅草1-3-14,地下鉄銀座線田原町駅3番出口 徒歩2分,もんじゃ／お好み焼,"平均予算：2,500円",,,,,,
Cafe＆Bar Espion 原宿店,https://r.gnavi.co.jp/jemd8s890000/,東京都渋谷区神宮前1-4-20,ＪＲ原宿駅竹下口 徒歩7分,カフェ,"平均予算：5,000円",,,,,,
ル・ロージェ,https://r.gnavi.co.jp/dwpc0gme0000/,栃木県那須郡那須町高久乙3375,ＪＲ東北新幹線那須塩原駅 車40分,フランス料理,"平均予算：4,000円",,,,,,
Good Day Cafe,https://r.gnavi.co.jp/pwhx0whr0000/,静岡県袋井市川井963-1,JR東海道線袋井駅北口 徒歩15分,カフェ,"平均予算：1,000円",,,,,,
CACHE－CACHE,https://r.gnavi.co.jp/5wxac7ur0000/,茨城県筑西市海老ヶ島1599-1,ＪＲ水戸線下館駅 車10分,CAFE,"平均予算：1,080円",,,,,,
THE HOUSE FARM,https://r.gnavi.co.jp/439kxna90000/,神奈川県横須賀市秋谷3621-2,,BBQ＆レストラン,"平均予算：2,000円",,,,,,
Botanical Bar ONIWA,https://r.gnavi.co.jp/c6j5hw7a0000/,東京都渋谷区道玄坂2-25-5,ＪＲ渋谷駅 徒歩5分,隠れ家ラウンジバー,"平均予算：3,500円",,,,,,
いずみ,https://r.gnavi.co.jp/e5w9x04d0000/,北海道千歳市泉郷707-1,道東自動車道千歳東I.C. 車5分,そば処,平均予算：750円,,,,,,
山王 魚政,https://r.gnavi.co.jp/1zzygpgc0000/,神奈川県横須賀市緑が丘1,京急本線横須賀中央駅 徒歩5分,和風居酒屋,"平均予算：3,000円",,,,,,
江戸小路　すずめの時間,https://r.gnavi.co.jp/amkmapj00000/,福岡県柳川市鬼童町8-2,西鉄バス御花前 徒歩4分,喫茶店（ブックカフェ）,"平均予算：1,000円",,,,,,
中華名菜貴族堂,https://r.gnavi.co.jp/m71phaer0000/,東京都中野区鷺宮1-16-8,,お持ち帰り可能本格中華,平均予算：980円,,,,,,
田,https://r.gnavi.co.jp/aght5pr70000/,千葉県市原市八幡1779-1,JR内房線八幡宿駅東口 徒歩12分,いなかそば屋,"平均予算：1,500円",,,,,,
THE NEW YORK BAYSIDE KITCHEN,https://r.gnavi.co.jp/rwvjr8uj0000/?sc_dsp=rs_14820&sc_type=area&sc_area=jp,千葉県千葉市中央区問屋町1-35,千葉都市モノレール市役所前駅 徒歩8分,600坪で安心空間,"平均予算：3,000円",テラス,テラス,テラス,テラス,テラス,
やきとり 呑炭坊～どんたんぼう～ 武蔵小杉 はなれ,https://r.gnavi.co.jp/a461902/?sc_dsp=rs_12208&sc_type=area&sc_area=jp,神奈川県川崎市中原区新丸子東2-908-2,ＪＲ武蔵小杉駅 徒歩2分,信玄鶏の焼鳥・宮崎料理,"平均予算：3,000円",店内,店内,,,,
府中イタリアン シマトネリコ,https://r.gnavi.co.jp/bwd6zren0000/?sc_dsp=rs_14809&sc_type=area&sc_area=jp,東京都府中市宮西町1-11-1,京王線府中駅 徒歩2分,本格イタリアンとワイン,"平均予算：3,500円",テラス,テラス,テラス,テラス,テラス,
ZINNIA,https://r.gnavi.co.jp/8hcnt8ch0000/,愛媛県松山市二番町2-7-18,伊予鉄道松山市駅線大街道駅 徒歩5分,カラオケバー　飲放題付,"平均予算：3,000円",,,,,,
WITH TEA （山本園）,https://r.gnavi.co.jp/p2ytnxz90000/,滋賀県甲賀市信楽町上朝宮275-1,信楽高原鐵道線信楽駅 車10分,朝宮茶スイーツ・カフェ,平均予算：550円,,,,,,
WILDRICE,https://r.gnavi.co.jp/gzhckxvc0000/,神奈川県横浜市都筑区荏田東4-1-1,横浜市営地下鉄センター南駅 徒歩7分,農薬不使用野菜創作料理,"平均予算：3,500円",,,,,,
ASTERISK 1103,https://r.gnavi.co.jp/gawn400/?sc_dsp=rs_15529&sc_type=area&sc_area=jp,東京都渋谷区渋谷1-10-3,ＪＲ渋谷駅宮益坂口 徒歩4分,テラスパーティ＆ワイン,"平均予算：3,500円",テラス,,,,,
よしまつ,https://r.gnavi.co.jp/n82ym7cm0000/,宮城県刈田郡蔵王町遠刈田温泉字遠刈田西裏59-1,ＪＲ東北新幹線白石蔵王駅 車25分,眺望スポットレストラン,"平均予算：1,000円",,,,,,
アルドールはただ重信店,https://r.gnavi.co.jp/352g6zwg0000/,愛媛県東温市牛渕1036-1,,菓子販売＆カフェ,平均予算：600円,,,,,,
FSカフェ,https://r.gnavi.co.jp/1t203xj50000/,福島県西白河郡西郷村小田倉金子石16,,軽食・カフェ,"平均予算：1,000円",,,,,,
VENTO e il LEONE（ヴェント エ イル レオーネ）,https://r.gnavi.co.jp/2haybcyt0000/,神奈川県三浦市三崎町諸磯1893,京急久里浜線三崎口駅 車17分,イタリア料理,"平均予算：4,500円",,,,,,
散歩道,https://r.gnavi.co.jp/fuxkpnm80000/,和歌山県田辺市末広町4-23,,カフェ・ドッグカフェ,"平均予算：1,300円",,,,,,
ポポロ,https://r.gnavi.co.jp/js4d5gau0000/,兵庫県三田市川除675,ＪＲ三田駅 徒歩15分,喫茶軽食・日替りランチ,平均予算：570円,,,,,,
めしや,https://r.gnavi.co.jp/huxashk70000/,徳島県海部郡海陽町宍喰浦那佐276-1,,和食洋食　地魚料理,平均予算：980円,,,,,,
日本酒のめるとこ 肥後橋店,https://r.gnavi.co.jp/et79ufav0000/,大阪府大阪市西区京町堀1-12-6,地下鉄四つ橋線肥後橋駅7番出口 徒歩3分,日本酒利き酒師のお店,"平均予算：1,500円",,,,,,
ダイニングカフェ Derra,https://r.gnavi.co.jp/3gx6t8yh0000/,山梨県北杜市大泉町西井出8240-4910,中央自動車道長坂高根I.C. 車12分,ハンバーグ＆カツ,"平均予算：1,300円",,,,,,
Comffy,https://r.gnavi.co.jp/dztmgw6h0000/,兵庫県西宮市津門 大箇町2-25,阪急電鉄今津宝塚線阪神国道駅 徒歩5分,喫茶・食堂,"平均予算：1,500円",,,,,,
旬の食材のItalian Restaurant B‐gill,https://r.gnavi.co.jp/9nptgjmh0000/,静岡県伊東市十足614-204,ＪＲ伊東線伊東駅 車20分,イタリアンレストラン,"平均予算：1,500円",,,,,,
y．y．,https://r.gnavi.co.jp/ntxxt39z0000/,東京都世田谷区上祖師谷4-11-20,京王線仙川駅 徒歩19分,ドッグカフェ,平均予算：800円,,,,,,
大社の杜みしま,https://r.gnavi.co.jp/98gnjmpz0000/,静岡県三島市大社町18-52,伊豆箱根鉄道駿豆線三島田町駅 徒歩7分,複数業態・複合施設,"平均予算：1,500円",,,,,,
Cafe Zuu,https://r.gnavi.co.jp/fb1v23z60000/,長野県安曇野市穂高北穂高2555-2,JR大糸線有明駅 徒歩7分,カフェ,平均予算：900円,,,,,,
菊松食堂,https://r.gnavi.co.jp/e1z107ze0000/,東京都立川市緑町4-5,多摩モノレール立川北駅北口 徒歩4分,おでん 居酒屋 宴会,"平均予算：3,000円",,,,,,
くんちゃんず Divers＆Bikers Cafe,https://r.gnavi.co.jp/su8ees710000/,東京都板橋区双葉町40-9,,カフェ,"平均予算：3,500円",,,,,,
クレイジースパイス,https://r.gnavi.co.jp/bb7xdsbn0000/,北海道旭川市緑町19-2856,ＪＲ函館本線旭川駅 車15分,カレー専門店,平均予算：850円,,,,,,
完全個室 THEM～ゼム～ 六本木,https://r.gnavi.co.jp/mc4xvuyy0000/?sc_dsp=rs_14852&sc_type=area&sc_area=jp,東京都港区六本木7-13-10,都営大江戸線六本木駅 徒歩2分,駅近合コン完全個室,"平均予算：6,000円",,,,,,
